strassenschluessel,strassenname,stadtteilschluessel,stadtteilname,plz,hausnr_ungerade_von,hausnr_ungerade_bis,hausnr_gerade_von,hausnr_gerade_bis
04661,Grengeler Mauspfad,710,Wahnheide,51147,0001,0109d,,
04663,Griesberger Str.,607,Esch/Auweiler,50765,0001,0027j,0012,0024
04665,Gronaustr.,707,Urbach,51145,0001,0111,0002,0102
04666,Großrotter Weg,206,Rondorf,50997,0001,0033,0006,0050
04667,Grüner Weg (Heumar),808,Rath/Heumar,51107,0007,0023,0004,0038
04668,Grüner Weg (Pesch),606,Pesch,50767,0001,0021,0002,0022
04669,Grüner Weg (Weiden),307,Weiden,50859,0001,0031,0002,0026
04670,Grüner Weg (Sürth),210,Sürth,50999,0001,0059,0002,0048
04673,Grüngürtelstr.,208,Rodenkirchen,50996,0067,0079,0010,0122
04674,Gütergasse,714,Zündorf,51143,0001,0051,0002,0018
04675,Gudrunstr. (Wahnheide),710,Wahnheide,51147,0001,0055,0002,0024
04676,Gudrunstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0015,0002,0006
04677,Guntharplatz,306,Junkersdorf,50858,,,0004,0014
04678,Guntherstr. (Wahnheide),710,Wahnheide,51147,0001,0061,0002,0082
04679,Guntherstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0069,0004,0050
04681,Gut Leidenhausen,705,Eil,51147,,,0000,
04682,Gut Stöckheim,607,Esch/Auweiler,50829,,,,
04683,Habichtstr.,206,Rondorf,50997,0005,0021,0004,0018
04684,Habichtweg (Widdersdorf),309,Widdersdorf,50859,0001,0009,0002,0010
04685,Hachenburger Str. (Rondorf),206,Rondorf,50997,0001,0035,0002,0032
04686,Hackenbroichsgäßchen,706,Porz,51143,,,,
04687,Händelstr. (Widdersdorf),309,Widdersdorf,50859,0001,0009,0002,0016
04688,Händelstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0011,0002,0018
04689,Hagelerweg,713,Libur,51147,0001,0025,0002,0024
04690,Hagener Str.,706,Porz,51145,0001,0013,0002,0014
04691,Hagebuttenweg,210,Sürth,50999,,,0002,0024
04692,Hagenstr.,710,Wahnheide,51147,0001,0007,,
04694,Hahnenstr. (Rodenkirchen),206,Rondorf,50997,0007,0035,0002,0134
04694,Hahnenstr. (Rodenkirchen),207,Hahnwald,50996,,,,
04695,Hahnerweg,607,Esch/Auweiler,50765,0001,0013,0002,0014a
04696,Hahnwaldweg,207,Hahnwald,50996,0001,0061,0002,0030b
04697,Hainbuchenweg (Heumar),808,Rath/Heumar,51107,0001,0017,0002,0016
04700,Hammerschmidtstr.,208,Rodenkirchen,50999,,,0140,0178
04700,Hammerschmidtstr.,209,Weiß,50999,,,0056,0130
04700,Hammerschmidtstr.,210,Sürth,50999,0005,0055,0002,0048
04701,Hansestr.,704,Gremberghoven,51149,0055,0117,0052,0080
04701,Hansestr.,705,Eil,51149,0001,0053,0050,0050
04702,Hans-Holbein-Str.,208,Rodenkirchen,50999,0003,0007,0002,0012
04704,Hans-Willy-Mertens-Str.,307,Weiden,50858,0001,0009,0002,0006
04706,Harfenweg,707,Urbach,51145,0011,0015,0010,0068
04707,Haselweg,709,Grengel,51147,0003,0013,0006,0016
04708,Hasenkaul,708,Elsdorf,51145,0005,0007,0002,0012
04710,Hasenweg (Lövenich),308,Lövenich,50859,0001,0017,0002,0024
04712,Hauptstr. (Zündorf),706,Porz,51143,0293,0469,0334,0466
04712,Hauptstr. (Zündorf),714,Zündorf,51143,0001,0285,0004,0314
04713,Hauptstr. (Widdersdorf),309,Widdersdorf,50859,0003,0121,0002,0100
04714,Hauptstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0091,0022,0130
04719,Haus Daveg,309,Widdersdorf,50859,,,0000,
04723,Haus Rath,309,Widdersdorf,50859,,,0000,
04727,Haus Wolle,708,Elsdorf,51145,,,0002,0006
04729,Haydnstr. (Eil),705,Eil,51145,0001,0017,0002,0012
04730,Hazebrouckstr.,705,Eil,51145,0001,0021,0002,0034
04731,Ringelnatzstr.,208,Rodenkirchen,50996,0001,0043,0002,0056
04732,Heckenrosenpfad,306,Junkersdorf,50858,0001,0001,0002,0020
04733,Heckenweg (Libur),713,Libur,51147,0001,0055,0002,0042
04734,Heckenweg (Lövenich),308,Lövenich,50859,0001,0001,0002,0010
04735,Heckgasse,309,Widdersdorf,50859,0003,0013,0002,0016
04736,Hedwigstr.,208,Rodenkirchen,50999,0001,0019,0002,0012
04737,Heerstr.,714,Zündorf,51143,0001a,0059,0004,0056
04738,Hegelstr.,709,Grengel,51147,0001,0015,0002,0016
04739,Heidelweg,210,Sürth,50999,0007,0059,0002,0070
04740,Heidestr. (Porz),710,Wahnheide,51147,0159,0245,0140,0256
04740,Heidestr. (Porz),711,Wahn,51147,0005,0049,0002,0050
04742,Heilig-Geist-Str.,704,Gremberghoven,51149,0001a,0001a,0004,0004
04743,Heinering,606,Pesch,50767,0001,0127,0002,0140
04744,Oscar-Wilde-Str.,307,Weiden,50858,0001,0019,0002,0030
04745,Heinrich-Heine-Str.,208,Rodenkirchen,50996,0003,0023b,0002,0034
04747,Heinrich-Klein-Str.,715,Langel,51143,0003,0025,0002,0030
04748,Heinrichstr. (Weiß),209,Weiß,50999,0001,0075,0002,0056
04750,Heinrich-von-Kleist-Str.,706,Porz,51143,0001,0005,0002,0004
04751,Heinrich-Zille-Str. (Esch),607,Esch/Auweiler,50765,0001,0027,0010,0010
04752,Heinrich-Zille-Str. (Rodenkirchen),208,Rodenkirchen,50999,0001,0013,0002,0018
04753,Helenenstr. (Westhoven),702,Westhoven,51149,0001,0005,0002,0010
04755,Helmholtzstr. (Porz),706,Porz,51145,0005,0037,0002,0066
04757,Helmutweg,209,Weiß,50999,0001,0043,0002,0032
04758,Henrikestr.,209,Weiß,50999,0001,0007,0002,0002
04759,Herderstr. (Grengel),709,Grengel,51147,0001,0015,0002,0016
04760,Ricarda-Huch-Str. (Weiden),307,Weiden,50858,0001,0007,0002,0018
04762,Hermann-Espenmüller-Str.,210,Sürth,50999,0001,0023,0002,0024
04764,Hermann-Löns-Str. (Auweiler),607,Esch/Auweiler,50765,0001,0087,0002,0086
04766,Hermann-Löns-Str. (Porz),708,Elsdorf,51145,0001,0095,0002,0060
04766,Hermann-Löns-Str. (Porz),709,Grengel,51147,0115,0217,0110,0122
04766,Hermann-Löns-Str. (Porz),710,Wahnheide,51147,,,0196,0212
04767,Hermann-Löns-Str. (Rodenkirchen),208,Rodenkirchen,50996,0001,0039,0004,0026
04769,Hermannstr.,706,Porz,51143,0001,0003,0002,0012
04770,Herrengartenstr.,208,Rodenkirchen,50996,0001,0005,0002,0022
04771,Hertzstr. (Porz),706,Porz,51145,0001,0011,0002,0004
04772,Hertzstr. (Lövenich),308,Lövenich,50859,0001,0009,0002,0004
04774,Heumarer Mauspfad,705,Eil,51107,0001,0001,,
04774,Heumarer Mauspfad,808,Rath/Heumar,51107,0005,0037a,,
04776,Heumarer Str.,705,Eil,51145,0003,0051,0012,0070
04776,Heumarer Str.,705,Eil,51149,0063,0097,0084,0114
04777,Hildebertstr.,306,Junkersdorf,50858,0001,0023,0002,0012
04778,Hildegardisweg,703,Ensen,51149,0001,0013,0002,0004
04779,Hinter dem Heckelsberg,714,Zündorf,51143,0001,0015,0002,0022
04780,Hinter den Höfen,711,Wahn,51147,0001,0031,,
04781,Hinter der Kirche,715,Langel,51143,0003,0005,0002,0002
04782,Hintergasse,715,Langel,51143,0003,0049,0010,0044
04783,Hinter Hoven,715,Langel,51143,,,,
04784,Hiltrudstr.,209,Weiß,50999,0007,0013a,0002,0016a
04785,Hirschgraben,705,Eil,51145,0009,0043,0002,0044
04789,Hölderlinstr. (Weiden),307,Weiden,50858,0049,0097,0054,0072
04790,Hölderlinweg,709,Grengel,51147,0001,0009,0002,0034
04792,Hoggendorfer Str.,213,Meschenich,50997,0001,0015a,0004,0008
04793,Hohenstaufenstr.,704,Gremberghoven,51149,0001,0043,0002,0074
04794,Hohe Str. (Ensen),703,Ensen,51149,0001,0087,0002,0110
04795,Holunderweg (Heumar),808,Rath/Heumar,51107,0001,0029,0002,0032
04796,Holunderweg (Junkersdorf),306,Junkersdorf,50858,0001,0089,0002,0076
04800,Holzweg (Porz),715,Langel,51143,,,,
04803,Holzweg (Rodenkirchen),209,Weiß,50999,,,0002,0018
04803,Holzweg (Rodenkirchen),210,Sürth,50999,0001,0047,,
04804,Hombergstr.,208,Rodenkirchen,50996,0001,0017,0002,0006
04806,Hubertusstr. (Pesch),606,Pesch,50767,0001,0021,0002,0020
04807,Hubertusstr. (Urbach),707,Urbach,51145,0001,0017,0006,0022
04809,Hugo-Distler-Weg,707,Urbach,51145,0001,0053,0002,0002
04810,Hürther Weg,213,Meschenich,50997,0005,0005,0004,0004
04811,Hugo-Eckener-Str. (Grengel),709,Grengel,51147,0005,0005,,
04813,Humboldtstr. (Porz),706,Porz,51145,0001,0131,0002,0122
04813,Humboldtstr. (Porz),716,Finkenberg,51145,0137,0137,,
04813,Humboldtstr. (Porz),716,Finkenberg,51149,,,0134,0144
04815,Humperdinckstr. (Wahn),711,Wahn,51147,0001,0009,0010,0026
04816,Hunoldstr.,710,Wahnheide,51147,0001,0033,0002,0034
04817,Husarenstr.,206,Rondorf,50997,0099,0099,0002,0020
04818,Hyazinthenweg (Sürth),210,Sürth,50999,0001,0009,0002,0010
04819,Igelweg,707,Urbach,51145,0003,0035,0002,0040
04820,Ignystr.,307,Weiden,50858,0001,0095,0002,0052
04821,Iltisweg (Lind),711,Wahn,51147,0001,0011,0002,0012
04822,Iltisweg (Widdersdorf),309,Widdersdorf,50859,0001,0031,0002,0030
04823,Otterweg,308,Lövenich,50859,0001,0015,,
04824,Im Bienengarten,711,Wahn,51147,0001,0033,0002,0028
04826,Im Bodesfeld,711,Wahn,51147,0029,0097,0002,0046
04827,Im Bruch (Lind),712,Lind,51147,0001,0059,0002,0046
04828,Im Brücherfeld,704,Gremberghoven,51149,0001,0025,0002,0020
04829,Im Buschfelde,309,Widdersdorf,50859,0001,0075,0032,0080
04831,Im Faldergarten,210,Sürth,50999,0015,0017,0002,0036
04832,Im Falkenhorst,707,Urbach,51145,,,0002,0012
04833,Im Feld,808,Rath/Heumar,51107,0001,0003,0002,0014
04834,Im Finkenhain,207,Hahnwald,50996,0003,0013,0002,0010
04835,Im Garten,209,Weiß,50999,0001,0147,0002,0038
04836,Im Gerstenfeld,711,Wahn,51147,,,0002,0014
04837,Im Ginnegarten,705,Eil,51145,0003,0007,0002,0016
04838,Im Grünen Winkel,707,Urbach,51145,0025,0035,0010,0016
04840,Im Haferfeld,711,Wahn,51147,,,0002,0016
04842,Im Hasengarten,207,Hahnwald,50996,0003,0041,0004,0046
04843,Im Haubenfeld,213,Meschenich,50997,0001,0005,0006,0044
04844,Im Kamp,309,Widdersdorf,50859,0001,0043,0002,0018
04847,Im Lerchenfeld,208,Rodenkirchen,50996,0001,0009,0002,0002
04848,Im Linder Bruch,712,Lind,51147,0001,0071,0002,0068
04849,Im Lochgarten,711,Wahn,51147,0005,0101,0002,0076
04851,Im Meisengrund,207,Hahnwald,50996,0001,0021,0004,0014
04852,Immendorfer Hauptstr.,212,Immendorf,50997,0001,0069,0002,0030
04853,Immendorfer Str.,211,Godorf,50997,0001,0053,0002,0056
04855,Im Oberfeld,707,Urbach,51145,0001,0015,,
04856,Im Park,208,Rodenkirchen,50996,0001,0007a,0002,0024
04857,Im Porzer Feld,706,Porz,51145,0001,0065,0012,0052
04858,Im Rabengrund,206,Rondorf,50997,0001,0029,0004,0020
04859,Im Rheinfeld (Ensen),703,Ensen,51149,0001,0015,0006,0012
04860,Im Rheinfeld (Meschenich),213,Meschenich,50997,,,0002,0006
04861,Im Rheintal,213,Meschenich,50997,0001,0047,0002,0028
04862,Im Roggenfeld,711,Wahn,51147,,,0002,0016
04863,Im Rosengarten,210,Sürth,50999,0001,0011a,0002,0010
04864,Im Rosenwinkel,714,Zündorf,51143,0001,0013,0002,0016
04865,Im Salzgrund,209,Weiß,50999,0003,0063,0002,0076
04866,Im Schwalbental,206,Rondorf,50997,0001,0009,0002,0008
04869,Im Teich,213,Meschenich,50997,0001,0015,0002,0014
04870,Im Urbacher Feld,707,Urbach,51145,0001,0031,0002,0004
04871,Im Vogelsang,211,Godorf,50997,0001,0019,0002,0010
04872,Im Wasserwerkswäldchen,204,Raderthal,50997,0001x,0001x,,
04873,Im Weizenfeld,711,Wahn,51147,,,0002,0016
04874,Im Wierzfeld,712,Lind,51147,0001,0033,0002,0034
04875,Im Winkel (Urbach),707,Urbach,51145,0001,0005,0004,0006
04876,In der Adelenhütte,714,Zündorf,51143,0001,0011,0002,0016
04877,In der Aue (Langel),715,Langel,51143,,,0002,0038
04878,In der Aue (Sürth),210,Sürth,50999,0001,0093,0002,0080
04879,In der Bohnenbitze,715,Langel,51143,0001,0013,0006,0236
04880,In der Hütte (Heumar),808,Rath/Heumar,51107,0001,0011,0002,0008
04881,In der Konde,808,Rath/Heumar,51107,0001,0045,0002,0058
04885,In der Mulde,712,Lind,51147,0001,0003,0002,0050
04886,In der Nösenbitz,705,Eil,51145,0003,0005,0002,0004
04887,In der Rosenau,714,Zündorf,51143,0001,0021,0002,0038
04888,Stollwerckstr.,702,Westhoven,51149,0001,0035,0004,0032
04889,Industriestr. (Rodenkirchen),208,Rodenkirchen,50996,0127,0133,0130,0156
04889,Industriestr. (Rodenkirchen),210,Sürth,50999,0155,0171,0166,0184
04889,Industriestr. (Rodenkirchen),211,Godorf,50997,0001,0001,,
04894,Ingeborgstr.,702,Westhoven,51149,0021,0035,0012,0026
04894,Ingeborgstr.,703,Ensen,51149,0007,0019,0002,0006
04895,Insterburger Str.,206,Rondorf,50997,0001,0013,0002,0012
04896,Irisweg (Pesch),606,Pesch,50767,0001,0011,0002,0028
04897,Irisweg (Zündorf),714,Zündorf,51143,0009,0115,0002,0076
04898,Irmgardweg,703,Ensen,51149,0001,0015,,
04899,Jägerstr. (Eil),705,Eil,51145,0001,0041,0004,0038
04900,Jägerstr. (Lövenich),308,Lövenich,50859,0003,0019,0002,0004
04901,Jägerstr. (Höningen),206,Rondorf,50997,0001,0007,0000,0002
04903,Jagdweg,206,Rondorf,50997,0005,0007,0008,0008
04905,Jahnstr. (Wahn),711,Wahn,51147,0001,0013,0002,0032
04907,Jakobstr. (Porz),706,Porz,51145,0003,0013,0002,0012
04908,Jakobusweg,309,Widdersdorf,50859,0001,0011,0002,0016
04909,Jakobusstr.,606,Pesch,50767,0001,0011,0012,0058
04910,Johannes-Prassel-Str.,607,Esch/Auweiler,50765,0003,0159,0004,0120
04911,Johannesstr. (Pesch),606,Pesch,50767,0003,0033d,0002,0040
04912,Johannesstr. (Eil),705,Eil,51145,0001,0013,0002,0020
04914,Johannesweg (Widdersdorf),309,Widdersdorf,50859,0001,0009,0004,0032
04915,Johannisstr. (Weiß),209,Weiß,50999,0003,0005,0004,0016
04916,Johanniterstr. (Lövenich),308,Lövenich,50859,0005,0027,0002,0046
04917,Johanniterstr. (Godorf),211,Godorf,50997,0005,0019,0002,0024
04918,Johann-Pullem-Str.,210,Sürth,50999,0003,0049,0004,0060
04919,Johann-Strauss-Str.,208,Rodenkirchen,50999,0005,0013,0006,0014
04920,Josefstr.,706,Porz,51143,0003,0087,0002,0066
04923,Judenpfad,207,Hahnwald,50996,0001,0093,0002,0076
04924,Jungbluthgasse,306,Junkersdorf,50858,0003,0013,0002,0032
04924,Jungbluthgasse,307,Weiden,50858,,,,
04925,Friedhofsweg,309,Widdersdorf,50859,0001,0011,0002,0004
04926,Kärntner Weg,306,Junkersdorf,50858,0001,0003,0002,0006
04927,Käthe-Kollwitz-Str. (Esch),607,Esch/Auweiler,50765,0001,0045,0002,0034
04928,Käthe-Kollwitz-Str. (Rodenkirchen),208,Rodenkirchen,50999,0001,0013,0004,0016
04930,Kaiserstr.,706,Porz,51145,0075,0127,0194,0206
04930,Kaiserstr.,707,Urbach,51145,0001,0069,0002,0094
04931,Kalscheurener Str.,206,Rondorf,50997,0011,0031,0030,0030
04933,Kamillenweg,306,Junkersdorf,50858,0001,0053,0002,0030
04934,Kantstr. (Grengel),709,Grengel,51147,,,0004,0036
04935,Kantstr. (Weiden),307,Weiden,50858,0001,0011,0002,0024
04936,Kantstr. (Weiß),209,Weiß,50999,0001,0015,0002,0014
04937,Kapellenbitz,705,Eil,51145,0003,0011,0002,0012
04938,Kapellenhofweg,307,Weiden,50859,0001,0013,0006,0040
04939,Kapellenstr. (Rondorf),206,Rondorf,50997,0001,0123,0002,0110
04940,Kapellenweg,606,Pesch,50767,0001,0001,0004,0004
04943,Karinweg,702,Westhoven,51149,,,0002,0008
04944,Karl-Kaulen-Str.,308,Lövenich,50859,0003,0037a,0002,0058
04945,Karlstr. (Porz),706,Porz,51143,,,0006,0032
04946,Karlstr. (Rodenkirchen),208,Rodenkirchen,50996,0005,0015,0002,0028a
04949,Kasparstr. (Porz),706,Porz,51149,0001,0065,0010,0092
04950,Kastanienweg,707,Urbach,51145,0001,0029,0008,0030
04952,Katharinenpforte,703,Ensen,51149,,,0002,0008
04953,Katharinenstr.,211,Godorf,50997,0001,0009,0004,0016
04954,Keimergasse,714,Zündorf,51143,0001,0025,0002,0020
04956,Kelvinstr.,207,Hahnwald,50996,0001,0015,0004,0024
04957,Kellereiweg (Eil),705,Eil,51145,0001,0035,0002,0064
04958,Keltenstr.,208,Rodenkirchen,50996,0001,0017,0004,0026
04960,Kettelerstr.,213,Meschenich,50997,0001,0023a,0004,0026
04961,Kiefernweg (Pesch),606,Pesch,50767,0001,0023,,
04962,Kiefernweg (Grengel),709,Grengel,51147,0001,0029b,0002,0030
04963,Kiefernweg (Junkersdorf),306,Junkersdorf,50858,0001,0017,0002,0010
04964,Kiefernweg (Rodenkirchen),208,Rodenkirchen,50999,0001,0067,0004,0052
04966,Kinkelsmaarweg,714,Zündorf,51143,0001,0035,0002,0030
04967,Kirchgasse (Esch),607,Esch/Auweiler,50765,0001,0001,0006,0008
04968,Kirchgasse (Lövenich),308,Lövenich,50859,0001,0003,0002,0002
04969,Kirchplatz (Weiß),209,Weiß,50999,0001,0005,0002,0002
04970,Kirchstr. (Zündorf),714,Zündorf,51143,0001,0007,0002,0018
04971,Kirchstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0017,0002,0020
04973,Kirchweg,306,Junkersdorf,50858,0001,0137,0002,0138
04974,Kirschbaumweg,207,Hahnwald,50996,0001,0023,0008,0034
04976,Kirschblütenweg,208,Rodenkirchen,50996,0001,0007,0002,0008
04977,Kirschgarten,209,Weiß,50999,0001,0019,0002,0014
04978,Kirschweg,714,Zündorf,51143,0001,0029,0002,0032
04980,Kitschburger Str. (Porz),710,Wahnheide,51147,0037,0087,0030,0086
04980,Kitschburger Str. (Porz),712,Lind,51147,0001,0031,0002,0028f
04981,Kleeweg (Wahn),711,Wahn,51147,0001,0027a,0002,0018
04982,Kleeweg (Junkersdorf),306,Junkersdorf,50858,0001,0003,0002,0010
04983,Kleine Bergergasse,705,Eil,51145,,,,
04984,Kleistring,606,Pesch,50767,0001,0051,0002,0092
04985,Kleiststr. (Weiden),307,Weiden,50859,0001,0043,0002,0016
04987,Klingerstr.,706,Porz,51143,0001,0031,0002,0012
04989,Zum Neuen Kreuz,309,Widdersdorf,50859,0003,0055,0002,0030
04990,Alte Klosterstr.,306,Junkersdorf,50858,0001,0025,0002,0026
04991,Klosterstr. (Meschenich),213,Meschenich,50997,0001,0019,0004,0028
04992,Klosterweg,703,Ensen,51149,0015,0015,0014,0026
04993,Kölner Platz,306,Junkersdorf,50858,,,0002,0002
04995,Kölner Str. (Porz),702,Westhoven,51149,0195,0501,0194,0262
04995,Kölner Str. (Porz),703,Ensen,51149,0001,0193,0008,0188
04996,Kölner Str. (Lövenich),305,Müngersdorf,50933,,,,
04996,Kölner Str. (Lövenich),308,Lövenich,50859,0001,0097,0008,0070
04999,Kölner Weg,306,Junkersdorf,50858,0001,0025,0002,0044
05000,Kölnstr.,210,Sürth,50999,0019,0053,0002,0046
05001,Königsberger Str. (Porz),706,Porz,51145,0009,0011,,
05001,Königsberger Str. (Porz),707,Urbach,51145,,,0010a,0074
05003,Königsberger Str. (Weiden),307,Weiden,50858,0001,0013,0002,0010
05004,Königsberger Str. (Rondorf),206,Rondorf,50997,,,0002,0006
05005,Körberstr.,209,Weiß,50999,0001,0011,0002,0026
05006,Körnerstr. (Junkersdorf),307,Weiden,50858,0001,0023,0002,0018
05007,Kolberger Str.,206,Rondorf,50997,0003,0045a,0004,0052
05008,Konrad-Adenauer-Str. (Porz),716,Finkenberg,51149,0001,0045,0002,0080
05009,Konrad-Adenauer-Str. (Rodenkirchen),202,Marienburg,50996,,,0002,0002
05009,Konrad-Adenauer-Str. (Rodenkirchen),208,Rodenkirchen,50996,0001,0025,0028,0040
05010,Konrad-Hausmann-Str.,606,Pesch,50767,0001,0009,0002,0034
05011,Kopenhagener Str. (Porz),706,Porz,51149,,,,
05011,Kopenhagener Str. (Porz),716,Finkenberg,51149,0015,0015a,0002,0014
05012,Kornblumenweg (Wahn),711,Wahn,51147,0001,0021,0002,0024
05013,Kornblumenweg (Junkersdorf),306,Junkersdorf,50858,0001,0039,0002,0030
05014,Kornblumenweg (Sürth),210,Sürth,50999,0001,0013,0002,0012
05016,Krähenweg (Rondorf),206,Rondorf,50997,0001,0019,0004,0042
05017,Kranichweg (Widdersdorf),309,Widdersdorf,50859,0001,0009,0002,0008
05018,Krausbergweg,715,Langel,51143,0001,0043,0002,0038
05019,Krauskaulerweg,212,Immendorf,50997,0001,0007,,
05020,Krefelder Str. (Porz),706,Porz,51145,0001,0011,0002,0014
05024,Krieger-Str.,709,Grengel,51147,0001,0001,0010,0016
05025,Kriemhildstr. (Wahnheide),710,Wahnheide,51147,0003,0027,0006,0030
05026,Kriemhildstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0017,,
05028,Kuckucksweg (Godorf),211,Godorf,50997,0001,0017,0002,0010
05029,Küstriner Weg,307,Weiden,50858,0001,0009,0002,0010
05030,Kunibertweg,209,Weiß,50999,0001,0015,0002,0016
05031,Kupfergasse (Urbach),707,Urbach,51145,0001,0037,0006,0012
05033,Kurt-Schumacher-Str.,705,Eil,51145,0001,0025,0006,0030
05034,Kurze Str. (Weiden),307,Weiden,50858,0001,0023,0002,0016
05035,Kuxgasse,713,Libur,51147,0003,0025,0002,0018
05037,Kyllstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0013,0004,0004
05039,Lärchenweg (Pesch),606,Pesch,50767,0001,0013,,
05040,Himbeerweg,709,Grengel,51147,0001,0009,0002,0014
05041,Lärchenweg (Junkersdorf),306,Junkersdorf,50858,0001,0023,0002,0008
05043,Lahnstr. (Lövenich),308,Lövenich,50859,0001,0065,0002,0070
05044,Lahnstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0013,0002,0014
05046,Lambertsstr.,212,Immendorf,50997,0003,0023,,
05047,Lammetshofweg,306,Junkersdorf,50858,0001,0005,0002,0030
05048,Landsberger Str.,206,Rondorf,50997,0001,0019,0002,0004
05049,Langeler Berg,715,Langel,51143,0001,0029,0010,0028
05050,Langenacker Hof,213,Meschenich,50997,,,0000,
05052,Langgasse (Junkersdorf),306,Junkersdorf,50858,0001,0031,0002,0024
05054,Langobardenplatz,704,Gremberghoven,51149,0001,0003,0002,0004
05056,Leidenhausener Str.,705,Eil,51145,0005,0083,0004,0064
05057,Leimkaul,715,Langel,51143,0003,0027,0002,0026
05059,Leipziger Str.,307,Weiden,50858,0001,0013,0008,0022
05060,Lenaustr. (Junkersdorf),307,Weiden,50858,0001,0015,0002,0018
05062,Leonberger Str.,706,Porz,51145,0001,0011,0002,0024
05063,Leonhardsgasse,309,Widdersdorf,50859,0001,0059,0002,0036
05064,Leonorenweg,703,Ensen,51149,0001,0015,0002,0050
05065,Leostr. (Eil),705,Eil,51145,0001,0051,0002,0054
05066,Lerchenweg (Ensen),703,Ensen,51149,0001,0003,0002,0008
05067,Lerchenweg (Rondorf),206,Rondorf,50997,0001,0021a,0002,0018
05069,Lerschstr.,307,Weiden,50858,0001,0019,0002,0020
05070,Auf dem Wiesenrain,309,Widdersdorf,50859,0003,0037,0010,0012
05071,Lessingstr. (Weiden),307,Weiden,50858,0001,0097,0002,0072
05072,Lessingstr. (Rodenkirchen),208,Rodenkirchen,50996,0001,0007,0004,0018
05073,Letterhausstr.,606,Pesch,50767,0001,0021,,
05075,Leuschhofgasse,707,Urbach,51145,0005,0007,0002,0022
05077,Gustav-Radbruch-Str.,208,Rodenkirchen,50996,0001,0023,0004,0030
05079,Liburer Str. (Libur),713,Libur,51147,0001,0075,0002,0032
05080,Lichpfad,707,Urbach,51145,0001,0011,0002,0008
05082,Liebigstr. (Weiden),307,Weiden,50859,0001,0013,0002,0028
05084,Liegnitzer Str.,707,Urbach,51145,0021,0033,0002,0032
05085,Lilienweg,714,Zündorf,51143,0001,0049,0002,0056
05086,Lindenstr. (Auweiler),607,Esch/Auweiler,50765,0001,0023,0002,0008
05088,Lindenweg (Junkersdorf),306,Junkersdorf,50858,,,0002,0024
05089,Lindenweg (Hochkirchen),206,Rondorf,50997,0017,0045a,0010,0062
05090,Linder Höhe,712,Lind,51147,0001a,0011a,0004,0010
05092,Linder Mauspfad,710,Wahnheide,51147,0139,0221,,
05092,Linder Mauspfad,712,Lind,51147,0001,0129,,
05093,Linder Weg,710,Wahnheide,51147,0007,0069,0002,0078
05093,Linder Weg,712,Lind,51147,0077,0127,0086,0122
05096,Lisztstr.,208,Rodenkirchen,50999,0003,0015,0004,0020
05097,Lönsstr.,307,Weiden,50858,0001,0037,0002,0032
05100,Longericher Str. (Pesch),606,Pesch,50767,0001,0045,0002,0042
05101,Loorweg,714,Zündorf,51143,0101,0187,0142,0204
05101,Loorweg,715,Langel,51143,0009,0087,0002,0094
05103,Lotosweg,210,Sürth,50999,0001,0039,0002,0042
05104,Lucas-Cranach-Str.,208,Rodenkirchen,50999,0003,0027,0002,0026
05105,Lucasstr.,710,Wahnheide,51147,0001,0015,0002,0020
05108,Ludwig-Jahn-Str. (Weiden),306,Junkersdorf,50858,,,0082,0086
05108,Ludwig-Jahn-Str. (Weiden),307,Weiden,50858,0003,0027,0002,0074
05109,Ludwig-Jahn-Str. (Meschenich),213,Meschenich,50997,0001,0009,0004,0020a
05110,Ludwig-Richter-Str.,208,Rodenkirchen,50999,0001,0009a,0002,0010
05112,Ludwigstr. (Eil),705,Eil,51145,0001,0065,0002,0022
05113,Ludwigstr. (Weiß),209,Weiß,50999,,,0002,0020
05114,Lübecker Str. (Weiden),307,Weiden,50858,0001,0021,0002,0008
05115,Lülsdorfer Str.,715,Langel,51143,0029,0241,0038,0272
05116,Lütticher Str. (Porz),716,Finkenberg,51149,,,0002,0064
05117,Luisenweg,703,Ensen,51149,0001,0001,0002,0008
05118,Lutherstr.,309,Widdersdorf,50859,0001,0011,,
05119,Luxemburger Str. (Porz),716,Finkenberg,51149,,,0002,0058
05122,Maarhäuser Weg,704,Gremberghoven,51149,,,0002,0004
05123,Maarstr. (Heumar),808,Rath/Heumar,51107,0001,0013,0002,0022
05124,Maarstr. (Junkersdorf),306,Junkersdorf,50858,0001,0029,0002,0024
05128,Magazinstr.,710,Wahnheide,51147,0001,0111,0004,0138
05129,Mainstr. (Westhoven),702,Westhoven,51149,0005,0055,0002,0054
05130,Mainstr. (Lövenich),308,Lövenich,50859,0001,0027,0002,0036
05131,Mainstr. (Rodenkirchen),208,Rodenkirchen,50996,0005,0075,0006,0076
05132,Mannesmannstr.,207,Hahnwald,50996,0001,0013,0002,0010
05133,Malteserstr. (Lövenich),308,Lövenich,50859,0001,0089,0002,0090
