station_code,station_local_code,station_name,station_start_date,station_end_date,station_latitude_d,station_latitude_dms,station_longitude_d,station_longitude_dms,station_altitude,type_of_station,station_type_of_area,station_ozone_classification,station_subcat_rural_background,network_code
DENW157,DENW157,Paderborn Bahnhofstraße,20050429,,51.714573,+051.42.52,8.744098,+08.44.38,121,traffic,urban,urban,unknown,DE004A
DENW158,DENW158,Paderborn Friedrichstraße 29,20050429,,51.718696,+051.43.7,8.747085,+08.44.49,118,traffic,urban,urban,unknown,DE004A
DENW161,DENW161,Essen Alfredstraße 9/11,20030728,,51.440205,+051.26.24,7.004406,+07.0.15,114,traffic,urban,urban,unknown,DE004A
DENW162,DENW162,Essen Brückstraße,20030728,,51.38818,+051.23.17,7.00111,+07.0.3,53,traffic,urban,urban,unknown,DE004A
DENW165,DENW165,Mönchengladbach Aachener Straße 426/428,20031110,,51.182463,+051.10.56,6.409975,+06.24.35,78,traffic,urban,urban,unknown,DE004A
DENW166,DENW166,Remscheid Freiheitstraße,20031110,,51.178034,+051.10.40,7.18192,+07.10.54,315,traffic,urban,urban,unknown,DE004A
DENW169,DENW169,Essen In der Baumschule,20031126,,51.478487,+051.28.42,7.005478,+07.0.19,50,background,urban,urban,unknown,DE004A
DENW171,DENW171,Essen Hombrucher Straße 21/23,20031126,,51.457314,+051.27.26,7.047134,+07.2.49,104,traffic,urban,urban,unknown,DE004A
DENW172,DENW172,Neuss Friedrichstraße 29,20031203,,51.193975,+051.11.38,6.692515,+06.41.33,40,traffic,urban,urban,unknown,DE004A
DENW175,DENW175,Bonn Reuterstraße 24,20050608,,50.722581,+050.43.21,7.097058,+07.5.49,65,traffic,urban,urban,unknown,DE004A
DENW176,DENW176,Bonn Bornheimer Straße 35a,20050608,,50.736963,+050.44.13,7.087619,+07.5.15,62,traffic,urban,urban,unknown,DE004A
DENW178,DENW178,Aachen Adalbertsteinweg,20050809,,50.774694,+050.46.28,6.097338,+06.5.50,170,traffic,urban,urban,unknown,DE004A
DENW179,DENW179,Schwerte,20051103,,51.448762,+051.26.55,7.582295,+07.34.56,157,background,urban,urban,unknown,DE004A
DENW180,DENW180,Grevenbroich-Gustorf,20051129,,51.063766,+051.3.49,6.559477,+06.33.34,58,industrial,suburban,suburban,unknown,DE004A
DENW181,DENW181,Warstein,20051222,,51.443012,+051.26.34,8.360714,+08.21.38,315,industrial,urban,urban,unknown,DE004A
DENW184,DENW184,Dortmund B1 Westfalendamm,20051103,,51.504083,+051.30.14,7.503074,+07.30.11,122,traffic,urban,urban,unknown,DE004A
DENW185,DENW185,Dortmund B1 Rheinlanddamm,20051103,,51.500589,+051.30.2,7.480949,+07.28.51,124,traffic,urban,urban,unknown,DE004A
DENW186,DENW186,Bielefeld Stapenhorststraße 59,20060120,,52.026236,+052.1.34,8.521576,+08.31.17,127,traffic,urban,urban,unknown,DE004A
DENW187,DENW187,Mülheim Aktienstraße 152/154,20050627,,51.441164,+051.26.28,6.896149,+06.53.46,80,traffic,urban,urban,unknown,DE004A
DENW188,DENW188,Oberhausen Mülheimer Straße 117,20050627,,51.474971,+051.28.29,6.863657,+06.51.49,42,traffic,urban,urban,unknown,DE004A
DENW189,DENW189,Wuppertal Gathe,20050630,,51.260681,+051.15.38,7.147401,+07.8.50,160,traffic,urban,urban,unknown,DE004A
DENW195,DENW195,Hamm Münsterstraße,20060908,,51.689266,+051.41.21,7.809711,+07.48.34,61,traffic,urban,urban,unknown,DE004A
DENW201,DENW201,Bottrop Peterstraße,20110103,,51.519262,+051.31.9,6.924268,+06.55.27,59,traffic,urban,urban,unknown,DE004A
DENW203,DENW203,Herne Recklinghauser Straße,20110106,,51.543141,+051.32.35,7.150186,+07.9.0,40,traffic,urban,urban,unknown,DE004A
DENW207,DENW207,Aachen Wilhelmstraße,20070110,,50.773131,+050.46.23,6.095775,+06.5.44,163,traffic,urban,urban,unknown,DE004A
DENW208,DENW208,Gelsenkirchen Kurt-Schumacher-Straße,20110110,,51.527883,+051.31.40,7.084597,+07.5.4,40,traffic,urban,urban,unknown,DE004A
DENW209,DENW209,Oberhausen Mülheimer Straße 116,20061219,,51.475005,+051.28.30,6.86396,+06.51.50,42,traffic,urban,urban,unknown,DE004A
DENW210,DENW210,Erwitte Soester Straße 9A,20061220,,51.611676,+051.36.42,8.334714,+08.20.4,103,traffic,urban,urban,unknown,DE004A
DENW211,DENW211,Köln Clevischer Ring 3,20060506,,50.962857,+050.57.46,7.00459,+07.0.16,48,traffic,urban,urban,unknown,DE004A
DENW212,DENW212,Köln Turiner Straße,20070329,,50.947367,+050.56.50,6.957701,+06.57.27,49,traffic,urban,urban,unknown,DE004A
DENW213,DENW213,Overath Hauptstraße 55,20031203,,50.932806,+050.55.58,7.285858,+07.17.9,92,traffic,urban,urban,unknown,DE004A
DENW215,DENW215,Essen-Frohnhausen,20040728,,51.443197,+051.26.35,6.975815,+06.58.32,102,traffic,urban,urban,unknown,DE004A
DENW216,DENW216,Düsseldorf-Bilk,20031110,,51.202464,+051.12.8,6.776388,+06.46.34,42,traffic,urban,urban,unknown,DE004A
DENW219,DENW219,Köln-Weiden,20070615,,50.938052,+050.56.16,6.835109,+06.50.6,65,traffic,urban,urban,unknown,DE004A
DENW222,DENW222,Halle (Westfalen) Lange Straße,20071220,,52.061461,+052.3.41,8.360942,+08.21.39,130,traffic,urban,urban,unknown,DE004A
DENW228,DENW228,Bielefeld Stapenhorststraße 42,20071121,,52.02596,+052.1.33,8.522293,+08.31.20,126,traffic,urban,urban,unknown,DE004A
DENW230,DENW230,Bönen Bönener Straße,20071123,,51.61074,+051.36.38,7.750195,+07.45.0,78,traffic,urban,urban,unknown,DE004A
DENW232,DENW232,Langenfeld Schneiderstraße,20071119,,51.120018,+051.7.12,6.96917,+06.58.9,57,traffic,urban,urban,unknown,DE004A
DENW239,DENW239,Witten-Zentrum,20071121,,51.438218,+051.26.17,7.337297,+07.20.14,105,traffic,urban,urban,unknown,DE004A
DENW245,DENW245,Stolberg Heinrich-Böll-Platz,20071207,,50.764801,+050.45.53,6.232622,+06.13.57,195,industrial,urban,urban,unknown,DE004A
DENW246,DENW246,Lünen Viktoriastraße,20080104,,51.608416,+051.36.30,7.522953,+07.31.22,54,industrial,urban,urban,unknown,DE004A
DENW247,DENW247,Essen-Schuir (LANUV),20080501,,51.406968,+051.24.25,6.965643,+06.57.56,153,background,suburban,suburban,unknown,DE004A
DENW248,DENW248,Recklinghausen Königswall 6,20080109,,51.612641,+051.36.45,7.194987,+07.11.41,75,traffic,urban,urban,unknown,DE004A
DENW249,DENW249,Köln-Junkersdorf Statthalterhofweg 70,20080107,,50.931615,+050.55.53,6.857614,+06.51.27,66,traffic,urban,urban,unknown,DE004A
DENW250,DENW250,Köln-Junkersdorf Jungbluthbrücke,20080107,,50.93095,+050.55.51,6.85028,+06.51.1,63,traffic,urban,urban,unknown,DE004A
DENW251,DENW251,Krefeld Kölner Straße 209,20080109,,51.317847,+051.19.4,6.574775,+06.34.29,42,traffic,urban,urban,unknown,DE004A
DENW252,DENW252,Krefeld Oranierring,20080109,,51.340374,+051.20.25,6.553999,+06.33.14,41,traffic,urban,urban,unknown,DE004A
DENW253,DENW253,Duisburg Friedrich-Ebert-Straße 30,20080109,,51.411535,+051.24.41,6.711915,+06.42.42,28,traffic,urban,urban,unknown,DE004A
DENW254,DENW254,Duisburg Bergstraße 48,20070530,,51.467926,+051.28.4,6.752535,+06.45.9,28,industrial,urban,urban,unknown,DE004A
DENW255,DENW255,Hagen Enneper Straße,20080626,,51.339466,+051.20.22,7.395867,+07.23.45,140,traffic,urban,urban,unknown,DE004A
DENW259,DENW259,Mönchengladbach Friedrich-Ebert-Straße,20090109,,51.169437,+051.10.9,6.439975,+06.26.23,69,traffic,urban,urban,unknown,DE004A
DENW260,DENW260,Münster Weseler Straße,20090112,,51.953267,+051.57.11,7.619387,+07.37.9,63,traffic,urban,urban,unknown,DE004A
DENW262,DENW262,Dinslaken Hans-Böckler-Straße 9,20081216,,51.562254,+051.33.44,6.741891,+06.44.30,31,traffic,urban,urban,unknown,DE004A
DENW266,DENW266,Düren Euskirchener Straße,20081216,,50.80413,+050.48.14,6.494618,+06.29.40,143,traffic,urban,urban,unknown,DE004A
DENW267,DENW267,Hürth Luxemburger Straße 344,20081216,,50.879855,+050.52.47,6.889934,+06.53.23,65,traffic,urban,urban,unknown,DE004A
DENW268,DENW268,Münster Steinfurter Straße 11,20081217,,51.968324,+051.58.5,7.613536,+07.36.48,65,traffic,urban,urban,unknown,DE004A
DENW269,DENW269,Münster Bült,20081217,,51.963395,+051.57.48,7.631346,+07.37.52,63,traffic,urban,urban,unknown,DE004A
DENW272,DENW272,Siegen Frankfurter Straße,20081217,,50.870851,+050.52.15,8.026075,+08.1.33,249,traffic,urban,urban,unknown,DE004A
DENW275,DENW275,Dinslaken Hünxer Straße,20081216,,51.563935,+051.33.50,6.743404,+06.44.36,30,traffic,urban,urban,unknown,DE004A
DENW276,DENW276,Essen Hafenstraße,20081229,,51.489565,+051.29.22,6.980607,+06.58.50,35,traffic,urban,urban,unknown,DE004A
DENW277,DENW277,Essen Krayer Straße 213,20081229,,51.465642,+051.27.56,7.080298,+07.4.49,77,traffic,urban,urban,unknown,DE004A
DENW280,DENW280,Gevelsberg Hagener Straße 12,20081229,,51.320467,+051.19.13,7.34408,+07.20.38,161,traffic,urban,urban,unknown,DE004A
DENW281,DENW281,Hagen Märkischer Ring 85,20040729,,51.360378,+051.21.37,7.477383,+07.28.38,120,traffic,urban,urban,unknown,DE004A
DENW287,DENW287,Eschweiler Indestraße,20091203,,50.820557,+050.49.14,6.264315,+06.15.51,140,traffic,urban,urban,unknown,DE004A
DENW288,DENW288,Köln-Weiden An der alten Post,20091211,,50.936695,+050.56.12,6.833488,+06.50.0,63,traffic,urban,urban,unknown,DE004A
DENW289,DENW289,Neuss Krefelder Straße,20091230,,51.202242,+051.12.8,6.685209,+06.41.6,42,traffic,rural,rural,unknown,DE004A
DENW290,DENW290,Neuss Batteriestraße,20091230,,51.201385,+051.12.4,6.693266,+06.41.35,38,traffic,urban,urban,unknown,DE004A
DENW291,DENW291,Mettmann Breite Straße 10,20091204,,51.249869,+051.14.59,6.978922,+06.58.44,123,traffic,urban,urban,unknown,DE004A
DENW292,DENW292,Schwerte Hörder Straße,20110107,,51.44654,+051.26.47,7.56363,+07.33.49,127,traffic,urban,urban,unknown,DE004A
DENW293,DENW293,Dinslaken Wilhelm-Lantermann-Straße 33,20101123,,51.564642,+051.33.52,6.740467,+06.44.25,32,traffic,urban,urban,unknown,DE004A
DENW294,DENW294,Emmerich-Elten Schmidtstraße 3,20101123,,51.8724,+051.52.20,6.16048,+06.9.37,20,traffic,urban,urban,unknown,DE004A
DENW296,DENW296,Recklinghausen Bochumer Straße,20110104,,51.577208,+051.34.37,7.213339,+07.12.48,54,traffic,urban,urban,unknown,DE004A
DENW297,DENW297,Köln-Meschenich Brühler Landstraße,20101125,,50.858997,+050.51.32,6.924825,+06.55.29,60,traffic,suburban,suburban,unknown,DE004A
DENW299,DENW299,Gladbeck Grabenstraße 42,20101203,,51.569886,+051.34.11,6.997653,+06.59.51,60,traffic,rural,rural,unknown,DE004A
DENW301,DENW301,Mülheim Hofackerstraße 46-48,20110117,,51.431472,+051.25.53,6.847664,+06.50.51,38,industrial,urban,urban,unknown,DE004A
DENW303,DENW303,Köln Dellbrücker Hauptstraße,20111213,,50.978208,+050.58.41,7.071003,+07.4.15,63,traffic,urban,urban,unknown,DE004A
DENW305,DENW305,Mülheim Kölner Straße (B1),20111219,,50.368083,+050.22.5,6.863392,+06.51.48,74,traffic,suburban,suburban,unknown,DE004A
DENW306,DENW306,Lünen Mühlenweg,20120117,,51.61395,+051.36.50,7.471006,+07.28.15,51,industrial,urban,urban,unknown,DE004A
DENW307,DENW307,Kamp-Lintfort Eyller-Berg-Straße,20120101,,51.481842,+051.28.54,6.527344,+06.31.38,25,industrial,suburban,suburban,unknown,DE004A
DENW322,DENW322,Bad Salzuflen Beetstraße,20120124,,52.0838,+052.5.1,8.756275,+08.45.22,97,traffic,urban,urban,unknown,DE004A
DENW323,DENW323,Bad Salzuflen Bahnhofstraße,20120124,,52.080964,+052.4.51,8.744697,+08.44.40,76,traffic,urban,urban,unknown,DE004A
DENW329,DENW329,Jackerath,20130103,,51.033834,+051.2.1,6.451483,+06.27.5,112,industrial,rural,rural,unknown,DE004A
DENW330,DENW330,Düsseldorf-Lohausen,20130115,,51.269503,+051.16.10,6.753747,+06.45.13,40,background,urban,urban,unknown,DE004A
DENW331,DENW331,Bochum Herner Straße 385,20130131,,51.512561,+051.30.45,7.211139,+07.12.40,70,traffic,urban,urban,unknown,DE004A
DENW332,DENW332,Köln Hauptstraße,20121219,,50.883711,+050.53.1,7.055722,+07.3.20,55,traffic,urban,urban,unknown,DE004A
DENW333,DENW333,Köln Heidestraße 176,20121219,,50.858858,+050.51.31,7.101197,+07.6.4,56,traffic,urban,urban,unknown,DE004A
DENW334,DENW334,Kamen Bahnhofstraße 21,20121129,,51.588658,+051.35.19,7.662739,+07.39.45,62,traffic,urban,urban,unknown,DE004A
DENW335,DENW335,Meerbusch Meerbuscher Straße,20121206,,51.267083,+051.16.1,6.641622,+06.38.29,40,traffic,urban,urban,unknown,DE004A
DENW336,DENW336,Köln Luxemburger Straße,20121219,,50.920406,+050.55.13,6.932681,+06.55.57,56,traffic,urban,urban,unknown,DE004A
DENW337,DENW337,Jüchen-Hochneukirch,20140106,,51.097638,+051.5.51,6.469463,+06.28.10,83,industrial,rural,rural,unknown,DE004A
DENW338,DENW338,Duisburg-Bruckhausen,20140101,,51.485492,+051.29.7,6.735431,+06.44.7,28,industrial,urban,urban,unknown,DE004A
DENW339,DENW339,Düsseldorf Volmerswerther Deich,20131219,,51.184426,+051.11.3,6.75952,+06.45.34,34,background,suburban,suburban,unknown,DE004A
DENW340,DENW340,Düsseldorf Ludenberger Straße,20140106,,51.240755,+051.14.26,6.83315,+06.49.59,117,traffic,urban,urban,unknown,DE004A
DENW341,DENW341,Erkelenz Eggerather Weg,20140106,,51.052883,+051.3.10,6.403289,+06.24.11,90,industrial,rural,rural,unknown,DE004A
DENW342,DENW342,Siegen Sandstraße 18,20140106,,50.875539,+050.52.31,8.02382,+08.1.25,243,traffic,urban,urban,unknown,DE004A
DENW343,DENW343,Düsseldorf (Flughafen 1),20120521,,51.524281,+051.31.27,7.060337,+07.3.37,40,background,urban,urban,unknown,DE004A
DERP001,DERP001,Ludwigshafen-Oppau,19780101,,49.515052,+049.30.54,8.402374,+08.24.8,91,background,urban,urban,unknown,DE011A
DERP003,DERP003,Ludwigshafen-Mundenheim,19780101,,49.455378,+049.27.19,8.425833,+08.25.32,98,industrial,urban,urban,unknown,DE011A
DERP007,DERP007,Mainz-Mombach,19780101,,50.017078,+050.1.1,8.216498,+08.12.59,120,background,urban,urban,unknown,DE011A
DERP009,DERP009,Mainz-Zitadelle,19780101,,49.994975,+049.59.41,8.273965,+08.16.26,110,background,urban,urban,unknown,DE011A
DERP010,DERP010,Mainz-Parcusstraße,19790101,,50.000973,+050.0.3,8.261277,+08.15.40,85,traffic,urban,urban,unknown,DE011A
DERP011,DERP011,Mainz-Rheinallee,19870219,,50.009954,+050.0.35,8.265563,+08.15.56,85,traffic,urban,urban,unknown,DE011A
DERP012,DERP012,Mainz-Große Langgasse,19920101,,49.998837,+049.59.55,8.268996,+08.16.8,85,traffic,urban,urban,unknown,DE011A
DERP013,DERP013,Westpfalz-Waldmohr,19840101,,49.423137,+049.25.23,7.293522,+07.17.36,455,background,rural,rural,unknown,DE011A
DERP014,DERP014,Hunsrück-Leisel,19840101,,49.741035,+049.44.27,7.193486,+07.11.36,650,background,rural,rural,unknown,DE011A
DERP015,DERP015,Westeifel Wascheid,19840101,,50.2665,+050.15.59,6.3781,+06.22.41,680,background,rural,rural,unknown,DE011A
DERP016,DERP016,Westerwald-Herdorf,19840101,,50.766751,+050.46.0,7.9735,+07.58.24,480,background,rural,rural,unknown,DE011A
DERP017,DERP017,Pfälzerwald-Hortenkopf,19860101,,49.270263,+049.16.12,7.826521,+07.49.35,606,background,rural,rural,unknown,DE011A
DERP019,DERP019,Kaiserslautern-Rathausplatz,19860101,,49.446,+049.26.45,7.7673,+07.46.2,232,background,urban,urban,unknown,DE011A
DERP020,DERP020,Trier-Ostallee,19860101,,49.754192,+049.45.15,6.646762,+06.38.48,140,traffic,urban,urban,unknown,DE011A
DERP021,DERP021,Neuwied-Hafenstraße,19880101,,50.424674,+050.25.28,7.481394,+07.28.53,65,background,urban,urban,unknown,DE011A
DERP022,DERP022,Bad Kreuznach-Bosenheimer Straße,19890101,,49.842136,+049.50.31,7.866208,+07.51.58,108,background,urban,urban,unknown,DE011A
DERP023,DERP023,Worms-Hagenstraße,19900101,,49.6287,+049.37.43,8.3649,+08.21.53,97,traffic,urban,urban,unknown,DE011A
DERP024,DERP024,Koblenz-Friedrich-Ebert-Ring,19920101,,50.3544,+050.21.15,7.596583,+07.35.47,68,traffic,urban,urban,unknown,DE011A
DERP025,DERP025,Wörth-Marktplatz,19900531,,49.052321,+049.3.8,8.253547,+08.15.12,104,background,urban,urban,unknown,DE011A
DERP026,DERP026,Frankenthal-Europaring,19910101,,49.5333,+049.31.59,8.3553,+08.21.19,99,traffic,urban,urban,unknown,DE011A
DERP028,DERP028,Westerwald-Neuhäusel,19940101,,50.4243,+050.25.27,7.7299,+07.43.47,546,background,rural,rural,unknown,DE011A
DERP040,DERP040,Trier-Universität,20000209,,49.74869,+049.44.55,6.674874,+06.40.29,256,background,urban,urban,unknown,DE011A
DERP041,DERP041,Ludwigshafen-Heinigstraße,20001101,,49.47869,+049.28.43,8.443654,+08.26.37,94,traffic,urban,urban,unknown,DE011A
DERP042,DERP042,Pirmasens Schäferstr.,20020325,,49.199942,+049.11.59,7.603053,+07.36.10,361,background,urban,urban,unknown,DE011A
DERP043,DERP043,Braubach,19991119,,50.275108,+050.16.30,7.652115,+07.39.7,85,industrial,rural,rural,unknown,DE011A
DERP044,DERP044,Krautscheid / Seifen,19790101,,50.699438,+050.41.57,7.375279,+07.22.31,180,industrial,rural,rural,unknown,DE011A
DERP045,DERP045,Koblenz-Hohenfelder Straße,20051214,,50.359605,+050.21.34,7.592515,+07.35.33,70,traffic,urban,urban,unknown,DE011A
DERP046,DERP046,Neuwied-Hermannstraße,20080124,,50.431398,+050.25.53,7.460812,+07.27.38,65,traffic,urban,urban,unknown,DE011A
DERP047,DERP047,Trier-Pfalzel,20070301,,49.783942,+049.47.2,6.690488,+06.41.25,131,industrial,suburban,suburban,unknown,DE011A
DERP052,DERP052,Mayen,20130101,,50.330233,+050.19.48,7.226235,+07.13.34,238,traffic,urban,urban,unknown,DE011A
DERP053,DERP053,Speyer-Nord,20131115,,49.351143,+049.21.4,8.423005,+08.25.22,103,background,suburban,suburban,unknown,DE011A
DERP054,DERP054,Dep_Hermeskeil,20050101,,49.698,+049.41.52,7.0272,+07.1.37,,background,rural,rural background,remote,DE011A
DERP055,DERP055,Dep_Adenau,20050101,,50.433,+050.25.58,7.0908,+07.5.26,,background,rural,rural background,remote,DE011A
DERP056,DERP056,Dep_Kirchheimbolanden,20050101,,49.634,+049.38.2,7.9186,+07.55.6,,background,rural,rural background,remote,DE011A
DERP057,DERP057,Dep_Neuhaeusel,20050101,,50.406,+050.24.21,7.7308,+07.43.50,,background,rural,rural background,remote,DE011A
DERP058,DERP058,Dep_Merzalben,20050101,,49.273,+049.16.22,7.8125,+07.48.45,,background,rural,rural background,remote,DE011A
DERP059,DERP059,Dep_Schaidt,20050101,,49.021,+049.1.15,8.1303,+08.7.49,,background,rural,rural background,remote,DE011A
DESH001,DESH001,Altendeich,19790731,,53.670553,+053.40.13,9.585874,+09.35.9,8,background,rural,rural,regional,DE002A
DESH006,DESH006,Schleswig,19831130,,54.5273,+054.31.38,9.549379,+09.32.57,42,background,suburban,suburban,unknown,DE002A
DESH008,DESH008,Bornhöved,19881108,,54.09323,+054.5.35,10.240596,+010.14.26,45,background,rural,rural,regional,DE002A
DESH013,DESH013,Fehmarn,19940519,,54.412987,+054.24.46,11.215994,+011.12.57,2,background,rural,rural,regional,DE002A
DESH014,DESH014,St.-Peter-Ording,19940531,,54.32781,+054.19.40,8.603474,+08.36.12,2,background,rural,rural,regional,DE002A
DESH015,DESH015,Itzehoe,19930819,,53.924712,+053.55.28,9.532635,+09.31.57,40,background,suburban,suburban,unknown,DE002A
DESH016,DESH016,Barsbüttel,19950614,,53.570583,+053.34.14,10.214871,+010.12.53,42,background,suburban,suburban,unknown,DE002A
DESH022,DESH022,Flensburg,20010201,,54.78143,+054.46.53,9.43809,+09.26.17,15,traffic,urban,urban,unknown,DE002A
DESH023,DESH023,Lübeck-St. Jürgen,20010517,,53.835492,+053.50.7,10.695936,+010.41.45,12,background,urban,urban,unknown,DE002A
DESH025,DESH025,Itzehoe Lindenstr.,20011211,,53.928028,+053.55.40,9.511769,+09.30.42,11,traffic,urban,urban,unknown,DE002A
DESH027,DESH027,Kiel-Bahnhofstr. Verk.,20050511,,54.304676,+054.18.16,10.135158,+010.8.6,8,traffic,urban,urban,unknown,DE002A
DESH028,DESH028,Ratzeburg,20050101,,53.698939,+053.41.56,10.775796,+010.46.32,10,traffic,urban,urban,unknown,DE002A
DESH030,DESH030,Norderstedt,20060630,,53.681993,+053.40.55,9.997256,+09.59.50,26,traffic,urban,urban,unknown,DE002A
DESH033,DESH033,Kiel-Max-Planck-Str.,20070425,,54.309674,+054.18.34,10.116563,+010.6.59,29,background,urban,urban,unknown,DE002A
DESH034,DESH034,Pinneberg Damm,20080130,,53.659575,+053.39.34,9.805229,+09.48.18,7,traffic,urban,urban,unknown,DE002A
DESH035,DESH035,Brunsbüttel-Cuxhavener Straße,20080508,,53.896117,+053.53.46,9.156908,+09.9.24,0,industrial,suburban,suburban,unknown,DE002A
DESH036,DESH036,Eutin,19850101,,54.135923,+054.8.9,10.628677,+010.37.43,32,background,rural,rural,unknown,DE002A
DESH037,DESH037,Hahnheide,19850101,,53.628823,+053.37.43,10.422273,+010.25.20,48,background,rural,rural,unknown,DE002A
DESH038,DESH038,Rantzau,19850101,,53.776103,+053.46.33,9.754174,+09.45.15,8,background,rural,rural,unknown,DE002A
DESH039,DESH039,Süderlügum,19850101,,54.862548,+054.51.45,8.958726,+08.57.31,13,background,rural,rural,unknown,DE002A
DESH040,DESH040,Satrup,19850101,,54.69664,+054.41.47,9.583563,+09.35.0,35,background,rural,rural,unknown,DE002A
DESH042,DESH042,Wallnau auf Fehmarn,19900601,,54.480492,+054.28.49,11.01506,+011.0.54,1,background,rural,rural,unknown,DE002A
DESH044,DESH044,Lindhof,20040121,,54.465285,+054.27.55,9.969578,+09.58.10,23,background,rural,rural,unknown,DE002A
DESH045,DESH045,Haale,20080901,,54.158126,+054.9.29,9.564111,+09.33.50,14,background,rural,rural,unknown,DE002A
DESH046,DESH046,Schuby,20041201,,54.538435,+054.32.18,9.432952,+09.25.58,14,background,rural,rural,unknown,DE002A
DESH047,DESH047,Reußenköge,20080101,,54.614542,+054.36.52,8.893155,+08.53.35,0,background,rural,rural,unknown,DE002A
DESH048,DESH048,Dep Brunsbüttel,19940316,,53.909777,+053.54.35,9.225234,+09.13.30,1,background,suburban,suburban,unknown,DE002A
DESH049,DESH049,Dep Bornhöved,19880101,,54.094256,+054.5.39,10.24125,+010.14.28,45,background,rural,rural,unknown,DE002A
DESH050,DESH050,Dep Lübeck St. Jürgen,20010529,,53.835772,+053.50.8,10.699416,+010.41.57,12,background,suburban,suburban,unknown,DE002A
DESH052,DESH052,Kiel-Theodor-Heuss-Ring,20120101,,54.304242,+054.18.15,10.122364,+010.7.20,18,traffic,urban,urban,unknown,DE002A
DESH053,DESH053,Lübeck Moislinger Allee,20131029,,53.862237,+053.51.44,10.67332,+010.40.23,6,traffic,urban,urban,unknown,DE002A
DESH054,DESH054,Dep_Bokhorst,20120401,,54.06363,+054.3.49,9.39985,+09.23.59,44,background,suburban,suburban,unknown,DE002A
DESL001,DESL001,Berus,19870301,,49.263905,+049.15.50,6.687126,+06.41.13,363,background,rural,rural,unknown,DE001A
DESL002,DESL002,Bexbach Schule,19870601,,49.362049,+049.21.43,7.263234,+07.15.47,273,background,urban,urban,unknown,DE001A
DESL003,DESL003,Dillingen City,19830701,,49.357861,+049.21.28,6.73354,+06.44.0,185,background,urban,urban,unknown,DE001A
DESL006,DESL006,Lauterbach,19870701,,49.18361,+049.11.0,6.744856,+06.44.41,221,background,suburban,suburban,unknown,DE001A
DESL010,DESL010,Saarbrücken-Burbach,19830701,,49.244247,+049.14.39,6.948776,+06.56.55,211,background,urban,urban,unknown,DE001A
DESL011,DESL011,Saarbrücken-Eschberg,19830701,,49.237227,+049.14.14,7.036322,+07.2.10,315,background,urban,urban,unknown,DE001A
DESL012,DESL012,Saarbrücken-City,19830701,,49.233464,+049.14.0,6.987601,+06.59.15,192,background,urban,urban,unknown,DE001A
DESL013,DESL013,Saarlouis-Fraulautern,19830701,,49.322646,+049.19.21,6.753639,+06.45.13,181,background,suburban,suburban,unknown,DE001A
DESL017,DESL017,Völklingen-City Stadionstr.,19890501,,49.254344,+049.15.15,6.867744,+06.52.3,189,background,urban,urban,unknown,DE001A
DESL018,DESL018,Sulzbach,20020701,,49.299373,+049.17.57,7.061679,+07.3.42,236,background,urban,urban,unknown,DE001A
DESL019,DESL019,Biringen,20030201,,49.416884,+049.25.0,6.552037,+06.33.7,339,background,rural,rural,regional,DE001A
DESL020,DESL020,Saarbrücken-Verkehr,20041001,,49.23074,+049.13.50,7.003174,+07.0.11,192,traffic,urban,urban,unknown,DE001A
DESL021,DESL021,Dep_Fischbach,19900101,,49.321289,+049.19.16,7.01778,+07.1.4,318,background,rural,rural,unknown,DE001A
DESL022,DESL022,Dep_Altheim,19900101,,49.179167,+049.10.45,7.260278,+07.15.37,375,background,rural,rural background,remote,DE001A
DESL023,DESL023,Dep_Bildstock,19900101,,49.3644,+049.21.51,7.158056,+07.9.29,294,industrial,rural,rural,unknown,DE001A
DESL024,DESL024,Dep_Eft-Hellendorf,19960101,,49.48278,+049.28.58,6.483056,+06.28.59,415,background,rural,rural,unknown,DE001A
DESL025,DESL025,Dep_Jägersburg,20030101,,49.373056,+049.22.23,7.345278,+07.20.43,262,background,rural,rural,unknown,DE001A
DESL026,DESL026,Dep_Mettlach,19900101,,49.516944,+049.31.0,6.576389,+06.34.35,413,background,rural,rural,unknown,DE001A
DESL027,DESL027,Dep_Ormesheim,19900101,,49.184167,+049.11.3,7.141389,+07.8.29,385,background,rural,rural,unknown,DE001A
DESL028,DESL028,Dep_Von der Heydt,19900101,,49.281667,+049.16.54,6.95333,+06.57.11,295,background,rural,rural,unknown,DE001A
DESL029,DESL029,Dep_Warndt,19900101,,49.22167,+049.13.18,6.741389,+06.44.29,255,industrial,rural,rural,unknown,DE001A
DESN001,DESN001,Annaberg-Buchholz,19940901,,50.570872,+050.34.15,12.997278,+012.59.50,545,background,urban,urban,unknown,DE016A
DESN004,DESN004,Bautzen,19940901,,51.175669,+051.10.32,14.443771,+014.26.37,203,background,urban,urban,unknown,DE016A
DESN006,DESN006,Borna,19940901,,51.125431,+051.7.31,12.494156,+012.29.38,145,traffic,urban,urban,unknown,DE016A
DESN011,DESN011,Chemnitz-Mitte,19901201,,50.832461,+050.49.56,12.917336,+012.55.2,300,background,urban,urban,unknown,DE016A
DESN017,DESN017,Freiberg,19940901,,50.9163,+050.54.58,13.346826,+013.20.48,393,background,urban,urban,unknown,DE016A
DESN019,DESN019,Glauchau,19940901,,50.826001,+050.49.33,12.542056,+012.32.31,233,background,urban,urban,unknown,DE016A
