Produktbereich,PB_BEZ,Teilplan,PG_BEZ,Bezirk,Bezeichnung,Teilplanzeile,Ergebnis 2010,Plan 2011,Plan 2012,Plan 2013,Plan 2014,Plan 2015
06,"Kinder-, Jugend- und Familienhilfe",0606,Hilfe für junge Menschen und ihre Familien,9,Mühlheim,28 = Jahresergebnis,32107562,34629386,35312982,37291564,39113498,40981923
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,05 - privatrechtl. Leistungsentgelte,-59916,-21100,-62000,-62000,-62000,-62000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,10 = ordentliche Erträge,-59916,-21100,-62000,-62000,-62000,-62000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,11 - Personalaufwendungen,193883,93367,155332,170233,178193,184959
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,13 - Aufwendungen für Sach- und Dienstleistungen,7915,10938,10938,10938,10938,10938
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,14 - Bilanzielle Abschreibungen,69,69,69,69,69,69
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,15 - Transferaufwendungen,2650,1100,1100,0,0,0
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,16 - sonstige ordentl. Aufwendungen,17309,19090,17731,17731,17731,17731
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,17 = ordentliche Aufwendungen,221826,124564,185170,198971,206931,213697
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),161910,103464,123170,136971,144931,151697
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,22 = ordentliches Jahresergebnis (18 und 21),161910,103464,123170,136971,144931,151697
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),161910,103464,123170,136971,144931,151697
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),1129,1780,1781,1781,1781,1781
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,1,Innenstadt,28 = Jahresergebnis,163039,105244,124951,138752,146711,153477
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,05 - privatrechtl. Leistungsentgelte,-24824,-21100,-27000,-27000,-27000,-27000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,10 = ordentliche Erträge,-24824,-21100,-27000,-27000,-27000,-27000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,11 - Personalaufwendungen,22832,16052,18088,19795,20987,22104
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,13 - Aufwendungen für Sach- und Dienstleistungen,338,4375,4375,4375,4375,4375
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,15 - Transferaufwendungen,12420,19600,19500,0,0,0
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,16 - sonstige ordentl. Aufwendungen,6755,2846,2642,2642,2642,2642
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,17 = ordentliche Aufwendungen,42344,42873,44605,26812,28004,29121
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),17520,21773,17605,-188,1004,2121
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,22 = ordentliches Jahresergebnis (18 und 21),17520,21773,17605,-188,1004,2121
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),17520,21773,17605,-188,1004,2121
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),185,266,266,266,266,266
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,2,Rodenkirchen,28 = Jahresergebnis,17705,22038,17871,77,1270,2387
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,05 - privatrechtl. Leistungsentgelte,-36851,-21100,-38000,-38000,-38000,-38000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,07 - sonstige ordentliche Erträge,-260,0,0,0,0,0
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,10 = ordentliche Erträge,-37111,-21100,-38000,-38000,-38000,-38000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,11 - Personalaufwendungen,130462,103510,114428,125365,131861,137624
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,13 - Aufwendungen für Sach- und Dienstleistungen,5052,4375,4375,4375,4375,4375
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,14 - Bilanzielle Abschreibungen,346,327,313,313,313,313
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,15 - Transferaufwendungen,7500,11000,11000,0,0,0
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,16 - sonstige ordentl. Aufwendungen,25426,27511,25536,25536,25536,25536
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,17 = ordentliche Aufwendungen,168786,146722,155652,155589,162085,167847
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),131675,125622,117652,117589,124085,129847
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,22 = ordentliches Jahresergebnis (18 und 21),131675,125622,117652,117589,124085,129847
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),131675,125622,117652,117589,124085,129847
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),2080,2566,2567,2567,2567,2567
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,3,Lindenthal,28 = Jahresergebnis,133755,128188,120219,120155,126652,132414
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,05 - privatrechtl. Leistungsentgelte,-7496,-21100,-10000,-10000,-10000,-10000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,10 = ordentliche Erträge,-7496,-21100,-10000,-10000,-10000,-10000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,11 - Personalaufwendungen,150492,47751,129425,141792,148829,154973
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,13 - Aufwendungen für Sach- und Dienstleistungen,6711,10938,10938,10938,10938,10938
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,15 - Transferaufwendungen,1300,8100,8100,0,0,0
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,16 - sonstige ordentl. Aufwendungen,13697,13562,12601,12601,12601,12601
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,17 = ordentliche Aufwendungen,172200,80350,161064,165331,172368,178512
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),164704,59250,151064,155331,162368,168512
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,22 = ordentliches Jahresergebnis (18 und 21),164704,59250,151064,155331,162368,168512
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),164704,59250,151064,155331,162368,168512
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),735,1265,1266,1266,1266,1266
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,4,Ehrenfeld,28 = Jahresergebnis,165440,60516,152330,156597,163634,169778
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,05 - privatrechtl. Leistungsentgelte,-13829,-21100,-15000,-15000,-15000,-15000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,10 = ordentliche Erträge,-13829,-21100,-15000,-15000,-15000,-15000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,11 - Personalaufwendungen,150648,116632,107813,118106,124076,129322
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,13 - Aufwendungen für Sach- und Dienstleistungen,4507,4375,4375,4375,4375,4375
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,14 - Bilanzielle Abschreibungen,438,420,420,420,420,420
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,15 - Transferaufwendungen,1500,3000,3000,0,0,0
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,16 - sonstige ordentl. Aufwendungen,19129,20584,19103,19103,19103,19103
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,17 = ordentliche Aufwendungen,176222,145010,134710,142004,147974,153219
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),162393,123910,119710,127004,132974,138219
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,22 = ordentliches Jahresergebnis (18 und 21),162393,123910,119710,127004,132974,138219
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),162393,123910,119710,127004,132974,138219
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),1317,1919,1920,1920,1920,1920
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,5,Nippes,28 = Jahresergebnis,163710,125830,121630,128924,134894,140139
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,05 - privatrechtl. Leistungsentgelte,-27760,-21100,-29000,-29000,-29000,-29000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,10 = ordentliche Erträge,-27760,-21100,-29000,-29000,-29000,-29000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,11 - Personalaufwendungen,123539,47751,104195,114147,119877,124901
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,13 - Aufwendungen für Sach- und Dienstleistungen,930,4375,4375,4375,4375,4375
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,14 - Bilanzielle Abschreibungen,47,47,47,47,47,47
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,15 - Transferaufwendungen,3430,2500,2000,0,0,0
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,16 - sonstige ordentl. Aufwendungen,6717,6972,6483,6483,6483,6483
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,17 = ordentliche Aufwendungen,134663,61645,117100,125052,130782,135805
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),106902,40545,88100,96052,101782,106805
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,22 = ordentliches Jahresergebnis (18 und 21),106902,40545,88100,96052,101782,106805
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),106902,40545,88100,96052,101782,106805
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),225,651,651,651,651,651
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,6,Chorweiler,28 = Jahresergebnis,107128,41196,88751,96703,102433,107456
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,03 - sonstige Transfererträge,-500,0,0,0,0,0
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,05 - privatrechtl. Leistungsentgelte,-39992,-21100,-42000,-42000,-42000,-42000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,10 = ordentliche Erträge,-40492,-21100,-42000,-42000,-42000,-42000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,11 - Personalaufwendungen,152055,132512,168481,184557,193967,202268
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,13 - Aufwendungen für Sach- und Dienstleistungen,271,10938,10938,10938,10938,10938
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,14 - Bilanzielle Abschreibungen,5714,136,136,136,136,136
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,15 - Transferaufwendungen,11800,6000,6100,0,0,0
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,16 - sonstige ordentl. Aufwendungen,24005,25440,23611,23611,23611,23611
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,17 = ordentliche Aufwendungen,193844,175026,209265,219242,228651,236953
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),153352,153926,167265,177242,186651,194953
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,22 = ordentliches Jahresergebnis (18 und 21),153352,153926,167265,177242,186651,194953
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),153352,153926,167265,177242,186651,194953
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),1569,2372,2373,2373,2373,2373
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,7,Porz,28 = Jahresergebnis,154921,156298,169638,179614,189024,197325
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,05 - privatrechtl. Leistungsentgelte,-20907,-21100,-22000,-22000,-22000,-22000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,10 = ordentliche Erträge,-20907,-21100,-22000,-22000,-22000,-22000
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,11 - Personalaufwendungen,123975,93367,107813,118106,124076,129322
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,13 - Aufwendungen für Sach- und Dienstleistungen,2602,10938,10938,10938,10938,10938
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,14 - Bilanzielle Abschreibungen,171,171,61,61,61,61
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,15 - Transferaufwendungen,3750,5800,5800,0,0,0
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,16 - sonstige ordentl. Aufwendungen,16339,17538,16281,16281,16281,16281
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,17 = ordentliche Aufwendungen,146837,127814,140892,145386,151356,156601
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),125931,106714,118892,123386,129356,134601
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,22 = ordentliches Jahresergebnis (18 und 21),125931,106714,118892,123386,129356,134601
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),125931,106714,118892,123386,129356,134601
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),1271,1636,1636,1636,1636,1636
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,8,Kalk,28 = Jahresergebnis,127202,108350,120528,125022,130992,136237
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,05 - privatrechtl. Leistungsentgelte,-44055,-21400,-45200,-45200,-45200,-45200
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,10 = ordentliche Erträge,-44055,-21400,-45200,-45200,-45200,-45200
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,11 - Personalaufwendungen,214160,128492,204278,223905,234003,242444
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,13 - Aufwendungen für Sach- und Dienstleistungen,21983,8750,8750,8750,8750,8750
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,14 - Bilanzielle Abschreibungen,179,179,160,160,160,160
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,15 - Transferaufwendungen,19430,8200,8200,0,0,0
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,16 - sonstige ordentl. Aufwendungen,17818,18491,17178,17178,17178,17178
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,17 = ordentliche Aufwendungen,273569,164111,238566,249993,260091,268533
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),229515,142711,193366,204793,214891,223333
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,22 = ordentliches Jahresergebnis (18 und 21),229515,142711,193366,204793,214891,223333
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),229515,142711,193366,204793,214891,223333
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag),1034,1724,1724,1724,1724,1724
08,Sportförderung,0801,Sportförderung/Unterhaltung von Sportstätten,9,Mühlheim,28 = Jahresergebnis,230549,144435,195091,206517,216615,225057
10,Bauen und Wohnen,1004,Bereitstellung und Bewirtschaftung von Wohnraum,3,Lindenthal,06 - Kostenerstattungen und Umlagen,0,0,0,0,0,0
10,Bauen und Wohnen,1004,Bereitstellung und Bewirtschaftung von Wohnraum,3,Lindenthal,10 = ordentliche Erträge,0,0,0,0,0,0
10,Bauen und Wohnen,1004,Bereitstellung und Bewirtschaftung von Wohnraum,3,Lindenthal,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),0,0,0,0,0,0
10,Bauen und Wohnen,1004,Bereitstellung und Bewirtschaftung von Wohnraum,3,Lindenthal,22 = ordentliches Jahresergebnis (18 und 21),0,0,0,0,0,0
10,Bauen und Wohnen,1004,Bereitstellung und Bewirtschaftung von Wohnraum,3,Lindenthal,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),0,0,0,0,0,0
10,Bauen und Wohnen,1004,Bereitstellung und Bewirtschaftung von Wohnraum,3,Lindenthal,28 = Jahresergebnis,0,0,0,0,0,0
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,8,Kalk,15 - Transferaufwendungen,58600,56895,61905,61905,61905,61905
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,8,Kalk,17 = ordentliche Aufwendungen,58600,56895,61905,61905,61905,61905
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,8,Kalk,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),58600,56895,61905,61905,61905,61905
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,8,Kalk,22 = ordentliches Jahresergebnis (18 und 21),58600,56895,61905,61905,61905,61905
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,8,Kalk,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),58600,56895,61905,61905,61905,61905
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,8,Kalk,28 = Jahresergebnis,58600,56895,61905,61905,61905,61905
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,9,Mühlheim,15 - Transferaufwendungen,107400,106000,114300,114300,114300,114300
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,9,Mühlheim,17 = ordentliche Aufwendungen,107400,106000,114300,114300,114300,114300
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,9,Mühlheim,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),107400,106000,114300,114300,114300,114300
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,9,Mühlheim,22 = ordentliches Jahresergebnis (18 und 21),107400,106000,114300,114300,114300,114300
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,9,Mühlheim,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),107400,106000,114300,114300,114300,114300
10,Bauen und Wohnen,1005,Leistungen zur Vermeidung von Obdachlosigkeit,9,Mühlheim,28 = Jahresergebnis,107400,106000,114300,114300,114300,114300
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,02 - Zuwendungen und allg. Umlagen,-788197,-729740,-742743,-742743,-742743,-742743
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,04 - öffentl.rechtl. Leistungsentgelte,-2769560,-2676755,-2761811,-2761813,-2761811,-2761813
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,05 - privatrechtl. Leistungsentgelte,-133572,-45000,-100000,-100000,-100000,-100000
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,06 - Kostenerstattungen und Umlagen,-49914,0,0,0,0,0
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,07 - sonstige ordentliche Erträge,-39813,0,0,0,0,0
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,10 = ordentliche Erträge,-3781055,-3451495,-3604554,-3604556,-3604554,-3604556
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,13 - Aufwendungen für Sach- und Dienstleistungen,1924590,1544600,1652700,1643700,1643700,1643700
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,14 - Bilanzielle Abschreibungen,5808882,5823012,5934549,5934551,5934549,5934551
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,16 - sonstige ordentl. Aufwendungen,201848,1251500,165000,165000,165000,165000
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,17 = ordentliche Aufwendungen,7935321,8619112,7752249,7743251,7743249,7743251
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),4154266,5167617,4147695,4138695,4138695,4138695
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,20 - Zinsen und sonst. Finanzaufwendungen,30878,0,0,0,0,0
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,21 = Finanzergebnis (19 und 20),30878,0,0,0,0,0
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,22 = ordentliches Jahresergebnis (18 und 21),4185143,5167617,4147695,4138695,4138695,4138695
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,26 = Jahresergebnis vor interner Leistungsver. (22 und 25),4185143,5167617,4147695,4138695,4138695,4138695
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",1,Innenstadt,28 = Jahresergebnis,4185143,5167617,4147695,4138695,4138695,4138695
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,02 - Zuwendungen und allg. Umlagen,-820832,-382775,-391366,-391366,-391366,-391366
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,04 - öffentl.rechtl. Leistungsentgelte,-2807118,-3050899,-3037888,-3037888,-3037888,-3037889
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,05 - privatrechtl. Leistungsentgelte,-8979,-5000,-15000,-15000,-15000,-15000
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,06 - Kostenerstattungen und Umlagen,-15358,-300,-300,-300,-300,-300
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,07 - sonstige ordentliche Erträge,-5292,0,0,0,0,0
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,10 = ordentliche Erträge,-3657578,-3438974,-3444554,-3444554,-3444554,-3444555
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,13 - Aufwendungen für Sach- und Dienstleistungen,1035688,1016600,807400,802900,802900,802900
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,14 - Bilanzielle Abschreibungen,5636862,5831220,5852284,5852284,5852283,5852284
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,16 - sonstige ordentl. Aufwendungen,339490,336100,310000,310000,310000,310000
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,17 = ordentliche Aufwendungen,7012039,7183920,6969684,6965184,6965183,6965184
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17),3354461,3744946,3525129,3520630,3520630,3520630
12,"Verkehrsflächen und -anlagen, ÖPNV",1201,"Straßen, Wege, Plätze",2,Rodenkirchen,22 = ordentliches Jahresergebnis (18 und 21),3354461,3744946,3525129,3520630,3520630,3520630
