Produktbereich;Produktbereichsbezeichnung;Teilplan;Teilplanbezeichnung;Teilplanzeile;Ergebnis 2010;Plan 2011;Plan 2012;Plan 2013;Plan 2014;Plan 2015
13;Natur- und Landschaftspflege;1302;Wasser und Wasserbau;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-13.361.495;-15.232.400;-13.722.019;-13.012.194;-12.739.231;-12.529.485
13;Natur- und Landschaftspflege;1302;Wasser und Wasserbau;19 - Finanzerträge;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1302;Wasser und Wasserbau;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1302;Wasser und Wasserbau;21 = Finanzergebnis (19 und 20);0;0;0;0;0;0
13;Natur- und Landschaftspflege;1302;Wasser und Wasserbau;22 = ordentliches Jahresergebnis (18 und 21);-13.361.495;-15.232.400;-13.722.019;-13.012.194;-12.739.231;-12.529.485
13;Natur- und Landschaftspflege;1302;Wasser und Wasserbau;23 - außerordentliche Erträge;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1302;Wasser und Wasserbau;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1302;Wasser und Wasserbau;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
13;Natur- und Landschaftspflege;1302;Wasser und Wasserbau;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-13.361.495;-15.232.400;-13.722.019;-13.012.194;-12.739.231;-12.529.485
13;Natur- und Landschaftspflege;1302;Wasser und Wasserbau;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);0;0;0;0;0;0
13;Natur- und Landschaftspflege;1302;Wasser und Wasserbau;28 = Jahresergebnis;-13.361.495;-15.232.400;-13.722.019;-13.012.194;-12.739.231;-12.529.485
13;Natur- und Landschaftspflege;1303;Friedhöfe;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;02 - Zuwendungen und allg. Umlagen;41.735;8.266;8.525;8.525;8.525;8.525
13;Natur- und Landschaftspflege;1303;Friedhöfe;03 - sonstige Transfererträge;0;600;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;04 - öffentl.rechtl. Leistungsentgelte;19.175.890;20.657.648;20.365.407;19.029.424;19.439.704;19.802.068
13;Natur- und Landschaftspflege;1303;Friedhöfe;05 - privatrechtl. Leistungsentgelte;19.427;24.000;19.500;19.500;19.500;19.500
13;Natur- und Landschaftspflege;1303;Friedhöfe;06 - Kostenerstattungen und Umlagen;1.262.192;1.218.060;1.259.520;1.259.520;1.259.520;1.259.520
13;Natur- und Landschaftspflege;1303;Friedhöfe;07 - sonstige ordentliche Erträge;212.561;83.360;83.460;83.460;83.460;83.460
13;Natur- und Landschaftspflege;1303;Friedhöfe;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;09 - Bestandsveränderungen;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;10 = ordentliche Erträge;20.711.804;21.991.934;21.736.412;20.400.428;20.810.709;21.173.072
13;Natur- und Landschaftspflege;1303;Friedhöfe;11 - Personalaufwendungen;12.028.010;11.890.678;12.802.414;14.089.420;14.641.882;15.061.510
13;Natur- und Landschaftspflege;1303;Friedhöfe;12 - Versorgungsaufwendungen;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;13 - Aufwendungen für Sach- und Dienstleistungen;4.670.172;5.441.932;5.132.664;5.132.664;5.132.664;5.132.664
13;Natur- und Landschaftspflege;1303;Friedhöfe;14 - Bilanzielle Abschreibungen;787.243;1.005.475;820.224;886.426;1.017.365;1.161.592
13;Natur- und Landschaftspflege;1303;Friedhöfe;15 - Transferaufwendungen;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;16 - sonstige ordentl. Aufwendungen;1.762.162;1.526.962;1.831.013;1.831.013;1.831.013;1.831.013
13;Natur- und Landschaftspflege;1303;Friedhöfe;17 = ordentliche Aufwendungen;19.247.588;19.865.047;20.586.314;21.939.523;22.622.924;23.186.778
13;Natur- und Landschaftspflege;1303;Friedhöfe;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);1.464.216;2.126.887;1.150.097;-1.539.094;-1.812.215;-2.013.706
13;Natur- und Landschaftspflege;1303;Friedhöfe;19 - Finanzerträge;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;20 - Zinsen und sonst. Finanzaufwendungen;0;7.000;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;21 = Finanzergebnis (19 und 20);0;-7.000;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;22 = ordentliches Jahresergebnis (18 und 21);1.464.216;2.119.887;1.150.097;-1.539.094;-1.812.215;-2.013.706
13;Natur- und Landschaftspflege;1303;Friedhöfe;23 - außerordentliche Erträge;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
13;Natur- und Landschaftspflege;1303;Friedhöfe;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);1.464.216;2.119.887;1.150.097;-1.539.094;-1.812.215;-2.013.706
13;Natur- und Landschaftspflege;1303;Friedhöfe;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);357.326;358.178;335.622;335.622;335.622;335.622
13;Natur- und Landschaftspflege;1303;Friedhöfe;28 = Jahresergebnis;1.106.890;1.761.709;814.475;-1.874.716;-2.147.837;-2.349.328
14;Umweltschutz;1401;Umweltordnung, -vorsorge;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
14;Umweltschutz;1401;Umweltordnung, -vorsorge;02 - Zuwendungen und allg. Umlagen;333.129;1.115.200;2.177.300;737.300;357.300;357.300
14;Umweltschutz;1401;Umweltordnung, -vorsorge;03 - sonstige Transfererträge;0;0;0;0;0;0
14;Umweltschutz;1401;Umweltordnung, -vorsorge;04 - öffentl.rechtl. Leistungsentgelte;426.672;699.150;920.000;550.000;470.000;470.000
14;Umweltschutz;1401;Umweltordnung, -vorsorge;05 - privatrechtl. Leistungsentgelte;20;600;600;600;600;600
14;Umweltschutz;1401;Umweltordnung, -vorsorge;06 - Kostenerstattungen und Umlagen;258.221;119.750;530.000;530.000;530.000;530.000
14;Umweltschutz;1401;Umweltordnung, -vorsorge;07 - sonstige ordentliche Erträge;2.320.814;390.828;268.128;268.128;268.128;268.128
14;Umweltschutz;1401;Umweltordnung, -vorsorge;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
14;Umweltschutz;1401;Umweltordnung, -vorsorge;09 - Bestandsveränderungen;0;0;0;0;0;0
14;Umweltschutz;1401;Umweltordnung, -vorsorge;10 = ordentliche Erträge;3.338.856;2.325.528;3.896.028;2.086.028;1.626.028;1.626.028
14;Umweltschutz;1401;Umweltordnung, -vorsorge;11 - Personalaufwendungen;7.965.960;7.872.021;8.402.768;9.240.752;9.692.629;10.077.666
14;Umweltschutz;1401;Umweltordnung, -vorsorge;12 - Versorgungsaufwendungen;0;0;0;0;0;0
14;Umweltschutz;1401;Umweltordnung, -vorsorge;13 - Aufwendungen für Sach- und Dienstleistungen;2.501.620;2.511.620;1.396.076;1.421.076;1.346.876;1.346.876
14;Umweltschutz;1401;Umweltordnung, -vorsorge;14 - Bilanzielle Abschreibungen;230.431;184.008;183.330;197.598;175.346;172.459
14;Umweltschutz;1401;Umweltordnung, -vorsorge;15 - Transferaufwendungen;-57;0;74.566;74.566;74.566;17.066
14;Umweltschutz;1401;Umweltordnung, -vorsorge;16 - sonstige ordentl. Aufwendungen;949.235;1.047.276;3.411.881;1.579.381;1.179.381;1.179.381
14;Umweltschutz;1401;Umweltordnung, -vorsorge;17 = ordentliche Aufwendungen;11.647.189;11.614.924;13.468.621;12.513.372;12.468.798;12.793.448
14;Umweltschutz;1401;Umweltordnung, -vorsorge;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-8.308.333;-9.289.396;-9.572.593;-10.427.344;-10.842.770;-11.167.420
14;Umweltschutz;1401;Umweltordnung, -vorsorge;19 - Finanzerträge;0;0;0;0;0;0
14;Umweltschutz;1401;Umweltordnung, -vorsorge;20 - Zinsen und sonst. Finanzaufwendungen;0;0;2.000;2.000;2.000;2.000
14;Umweltschutz;1401;Umweltordnung, -vorsorge;21 = Finanzergebnis (19 und 20);0;0;-2.000;-2.000;-2.000;-2.000
14;Umweltschutz;1401;Umweltordnung, -vorsorge;22 = ordentliches Jahresergebnis (18 und 21);-8.308.333;-9.289.396;-9.574.593;-10.429.344;-10.844.770;-11.169.420
14;Umweltschutz;1401;Umweltordnung, -vorsorge;23 - außerordentliche Erträge;0;0;0;0;0;0
14;Umweltschutz;1401;Umweltordnung, -vorsorge;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
14;Umweltschutz;1401;Umweltordnung, -vorsorge;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
14;Umweltschutz;1401;Umweltordnung, -vorsorge;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);-8.308.333;-9.289.396;-9.574.593;-10.429.344;-10.844.770;-11.169.420
14;Umweltschutz;1401;Umweltordnung, -vorsorge;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);298.127;252.355;332.513;332.513;332.513;332.513
14;Umweltschutz;1401;Umweltordnung, -vorsorge;28 = Jahresergebnis;-8.606.460;-9.541.751;-9.907.107;-10.761.857;-11.177.283;-11.501.933
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;02 - Zuwendungen und allg. Umlagen;640.826;597.400;841.680;874.440;878.010;814.450
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;03 - sonstige Transfererträge;0;0;0;0;0;0
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;05 - privatrechtl. Leistungsentgelte;1.722.274;1.415.000;1.415.000;1.415.000;1.415.000;1.415.000
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;06 - Kostenerstattungen und Umlagen;315.605;189.700;250.250;204.600;204.900;196.100
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;07 - sonstige ordentliche Erträge;62.750;9.115.600;16.697.505;7.912.500;7.912.500;7.912.500
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;08 - aktivierte Eigenleistungen;86.706;0;0;0;0;0
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;09 - Bestandsveränderungen;0;0;0;0;0;0
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;10 = ordentliche Erträge;2.828.161;11.317.700;19.204.435;10.406.540;10.410.410;10.338.050
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;11 - Personalaufwendungen;4.416.329;3.598.785;4.532.756;5.102.208;5.408.277;5.630.435
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;12 - Versorgungsaufwendungen;0;0;0;0;0;0
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;13 - Aufwendungen für Sach- und Dienstleistungen;351.163;1.230.746;660.548;498.248;501.248;496.748
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;14 - Bilanzielle Abschreibungen;203.017;140.527;11.271.069;193.981;210.186;345.791
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;15 - Transferaufwendungen;11.286.595;10.603.350;11.323.814;11.027.159;10.961.574;11.393.283
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;16 - sonstige ordentl. Aufwendungen;20.406.477;17.443.047;17.692.570;17.686.742;17.687.612;17.676.752
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;17 = ordentliche Aufwendungen;36.663.580;33.016.455;45.480.756;34.508.338;34.768.897;35.543.009
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-33.835.419;-21.698.755;-26.276.321;-24.101.798;-24.358.487;-25.204.959
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;19 - Finanzerträge;70.970.000;60.000.000;60.000.000;60.000.000;60.000.000;60.000.000
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;21 = Finanzergebnis (19 und 20);70.970.000;60.000.000;60.000.000;60.000.000;60.000.000;60.000.000
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;22 = ordentliches Jahresergebnis (18 und 21);37.134.581;38.301.245;33.723.679;35.898.202;35.641.513;34.795.041
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;23 - außerordentliche Erträge;0;0;0;0;0;0
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);37.134.581;38.301.245;33.723.679;35.898.202;35.641.513;34.795.041
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);166.591;177.100;184.135;184.135;184.135;184.135
15;Wirtschaft und Tourismus;1501;Wirtschaft und Tourismus;28 = Jahresergebnis;36.967.990;38.124.145;33.539.543;35.714.067;35.457.378;34.610.905
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;01 - Steuern und ähnliche Abgaben;1.588.079.095;1.682.635.000;1.779.535.000;1.856.117.000;1.923.487.000;1.996.397.000
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;02 - Zuwendungen und allg. Umlagen;214.529.587;199.790.215;329.308.215;301.713.215;314.613.215;325.813.215
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;03 - sonstige Transfererträge;0;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;05 - privatrechtl. Leistungsentgelte;0;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;06 - Kostenerstattungen und Umlagen;1.289.741;1.316.600;1.566.200;1.561.900;1.558.200;1.549.900
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;07 - sonstige ordentliche Erträge;32.638.053;23.418.200;23.418.200;23.418.200;23.418.200;23.418.200
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;09 - Bestandsveränderungen;0;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;10 = ordentliche Erträge;1.836.536.476;1.907.160.015;2.133.827.615;2.182.810.315;2.263.076.615;2.347.178.315
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;11 - Personalaufwendungen;0;-11.250.000;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;12 - Versorgungsaufwendungen;0;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;13 - Aufwendungen für Sach- und Dienstleistungen;0;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;14 - Bilanzielle Abschreibungen;294.897;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;15 - Transferaufwendungen;397.254.372;375.555.639;426.870.000;437.617.000;459.473.000;477.503.000
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;16 - sonstige ordentl. Aufwendungen;123.419;114.000;114.000;114.000;114.000;114.000
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;17 = ordentliche Aufwendungen;397.672.688;364.419.639;426.984.000;437.731.000;459.587.000;477.617.000
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);1.438.863.788;1.542.740.376;1.706.843.615;1.745.079.315;1.803.489.615;1.869.561.315
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;19 - Finanzerträge;9.863.725;10.916.000;9.372.800;11.691.100;13.231.300;12.873.700
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;20 - Zinsen und sonst. Finanzaufwendungen;99.845.533;130.707.100;131.919.600;131.361.700;135.894.000;136.885.100
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;21 = Finanzergebnis (19 und 20);-89.981.808;-119.791.100;-122.546.800;-119.670.600;-122.662.700;-124.011.400
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;22 = ordentliches Jahresergebnis (18 und 21);1.348.881.980;1.422.949.276;1.584.296.815;1.625.408.715;1.680.826.915;1.745.549.915
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;23 - außerordentliche Erträge;0;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);1.348.881.980;1.422.949.276;1.584.296.815;1.625.408.715;1.680.826.915;1.745.549.915
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);0;0;0;0;0;0
16;Allgemeine Finanzwirtschaft;1601;Allgemeine Finanzwirschaft;28 = Jahresergebnis;1.348.881.980;1.422.949.276;1.584.296.815;1.625.408.715;1.680.826.915;1.745.549.915
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;02 - Zuwendungen und allg. Umlagen;0;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;03 - sonstige Transfererträge;0;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;05 - privatrechtl. Leistungsentgelte;46.101;46.500;47.700;47.700;47.700;47.700
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;06 - Kostenerstattungen und Umlagen;136;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;07 - sonstige ordentliche Erträge;563;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;09 - Bestandsveränderungen;0;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;10 = ordentliche Erträge;46.799;46.500;47.700;47.700;47.700;47.700
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;11 - Personalaufwendungen;0;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;12 - Versorgungsaufwendungen;0;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;13 - Aufwendungen für Sach- und Dienstleistungen;20.782;15.500;15.500;15.500;15.500;15.500
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;14 - Bilanzielle Abschreibungen;3.386;3.400;3.400;3.400;3.400;3.400
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;15 - Transferaufwendungen;4.943;13.100;14.600;14.600;14.500;14.600
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;16 - sonstige ordentl. Aufwendungen;6.490;100;100;100;100;100
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;17 = ordentliche Aufwendungen;35.601;32.100;33.600;33.600;33.500;33.600
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);11.199;14.400;14.100;14.100;14.200;14.100
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;19 - Finanzerträge;7.550;7.000;9.200;9.200;9.200;9.200
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;20 - Zinsen und sonst. Finanzaufwendungen;7.156;7.200;7.100;7.000;6.900;6.800
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;21 = Finanzergebnis (19 und 20);394;-200;2.100;2.200;2.300;2.400
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;22 = ordentliches Jahresergebnis (18 und 21);11.593;14.200;16.200;16.300;16.500;16.500
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;23 - außerordentliche Erträge;0;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);11.593;14.200;16.200;16.300;16.500;16.500
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);3.260;3.100;3.400;3.400;3.400;3.400
17;Stiftungen;1701;Stiftungen zur Förderung des Musikstudiums;28 = Jahresergebnis;8.333;11.100;12.800;12.900;13.100;13.100
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;02 - Zuwendungen und allg. Umlagen;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;03 - sonstige Transfererträge;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;05 - privatrechtl. Leistungsentgelte;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;06 - Kostenerstattungen und Umlagen;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;07 - sonstige ordentliche Erträge;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;09 - Bestandsveränderungen;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;10 = ordentliche Erträge;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;11 - Personalaufwendungen;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;12 - Versorgungsaufwendungen;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;13 - Aufwendungen für Sach- und Dienstleistungen;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;14 - Bilanzielle Abschreibungen;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;15 - Transferaufwendungen;13.669;16.800;18.300;18.300;18.300;18.300
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;16 - sonstige ordentl. Aufwendungen;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;17 = ordentliche Aufwendungen;13.669;16.800;18.300;18.300;18.300;18.300
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;18 = Ergebnis der lfd. Verwaltungstätigkeit (10 und 17);-13.669;-16.800;-18.300;-18.300;-18.300;-18.300
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;19 - Finanzerträge;31.109;26.800;32.100;32.100;32.100;32.100
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;20 - Zinsen und sonst. Finanzaufwendungen;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;21 = Finanzergebnis (19 und 20);31.109;26.800;32.100;32.100;32.100;32.100
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;22 = ordentliches Jahresergebnis (18 und 21);17.440;10.000;13.800;13.800;13.800;13.800
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;23 - außerordentliche Erträge;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;24 - außerordentliche Aufwendungen;0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;25 = außerordentliches Ergebnis (23 und 24);0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;26 = Jahresergebnis vor interner Leistungsver. (22 und 25);17.440;10.000;13.800;13.800;13.800;13.800
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;27 - Interne Leistungsbeziehung (Aufwand / (-) Ertrag);0;0;0;0;0;0
17;Stiftungen;1702;Stiftung zur Förderung des Schul- und Ausbildungswesens;28 = Jahresergebnis;17.440;10.000;13.800;13.800;13.800;13.800
17;Stiftungen;1703;Waisenhausstiftung;01 - Steuern und ähnliche Abgaben;0;0;0;0;0;0
17;Stiftungen;1703;Waisenhausstiftung;02 - Zuwendungen und allg. Umlagen;2.205;2.200;2.200;0;0;0
17;Stiftungen;1703;Waisenhausstiftung;03 - sonstige Transfererträge;0;0;0;0;0;0
17;Stiftungen;1703;Waisenhausstiftung;04 - öffentl.rechtl. Leistungsentgelte;0;0;0;0;0;0
17;Stiftungen;1703;Waisenhausstiftung;05 - privatrechtl. Leistungsentgelte;637.505;604.200;912.900;1.006.800;1.006.800;1.006.800
17;Stiftungen;1703;Waisenhausstiftung;06 - Kostenerstattungen und Umlagen;202;0;0;0;0;0
17;Stiftungen;1703;Waisenhausstiftung;07 - sonstige ordentliche Erträge;636;0;0;0;0;0
17;Stiftungen;1703;Waisenhausstiftung;08 - aktivierte Eigenleistungen;0;0;0;0;0;0
17;Stiftungen;1703;Waisenhausstiftung;09 - Bestandsveränderungen;0;0;0;0;0;0
